,Unnamed: 0,Unnamed: 0.1,sentence,tag,entity,relation
1051,1051,1051,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",uses
1052,1052,1052,monitor , technique,"('monitor ', ' technique')",
1053,1053,1053,output , feature,"('output ', ' feature')",
1054,1054,1054,iptables , feature,"('iptables ', ' feature')",is_part_of
1055,1055,1055,snort , tool,"('snort ', ' tool')",
1056,1056,1056, ,blank, ,
1057,1057,1057,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",uses
1058,1058,1058,explore , technique,"('explore ', ' technique')",can_analyze
1059,1059,1059,vulnerabilities , vulnerability,"('vulnerabilities ', ' vulnerability')",
1060,1060,1060, ,blank, ,
1061,1061,1061,System configurations , feature ,"('System configurations ', ' feature ')",is_part_of
1062,1062,1062,firewall , tool,"('firewall ', ' tool')",can_analyze
1063,1063,1063,setup , system,"('setup ', ' system')",has_a
1064,1064,1064,open , feature,"('open ', ' feature')",
1065,1065,1065,close , feature,"('close ', ' feature')",
1066,1066,1066,filter , feature,"('filter ', ' feature')",
1067,1067,1067,unfilter , feature,"('unfilter ', ' feature')",
1068,1068,1068,ports , feature,"('ports ', ' feature')",can_analyze
1069,1069,1069,services , app,"('services ', ' app')",
1070,1070,1070,nodes , system,"('nodes ', ' system')",has_a
1071,1071,1071,firewall , tool,"('firewall ', ' tool')",uses
1072,1072,1072,performance measurements , technique ,"('performance measurements ', ' technique ')",
1073,1073,1073, ,blank, ,
1074,1074,1074,IDS , tool,"('IDS ', ' tool')",can_analyze
1075,1075,1075,setup , system,"('setup ', ' system')",has_a
1076,1076,1076,detection threshold setup , feature  ,"('detection threshold setup ', ' feature  ')",can_detect
1077,1077,1077,attack scenarios , attack ,"('attack scenarios ', ' attack ')",
1078,1078,1078, ,blank, ,
1079,1079,1079,Vulnerabilities , vulnerability,"('Vulnerabilities ', ' vulnerability')",
1080,1080,1080,Metasploitable-2 , system,"('Metasploitable-2 ', ' system')",
1081,1081,1081,VM , system,"('VM ', ' system')",
1082,1082,1082,running , function,"('running ', ' function')",
1083,1083,1083,firewall , tool,"('firewall ', ' tool')",
1084,1084,1084, ,blank, ,
1085,1085,1085,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",uses
1086,1086,1086,assess , technique,"('assess ', ' technique')",
1087,1087,1087,security performance , technique ,"('security performance ', ' technique ')",has_a
1088,1088,1088,firewall , tool,"('firewall ', ' tool')",is_part_of
1089,1089,1089,IDS , tool,"('IDS ', ' tool')",uses
1090,1090,1090,detect , technique,"('detect ', ' technique')",
1091,1091,1091,deployed , function,"('deployed ', ' function')",can_detect
1092,1092,1092,attacks , attack,"('attacks ', ' attack')",
1093,1093,1093, ,blank, ,
1094,1094,1094,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",can_detect
1095,1095,1095,configuration vulnerabilities , vulnerability ,"('configuration vulnerabilities ', ' vulnerability ')",
1096,1096,1096,client network , system ,"('client network ', ' system ')",
1097,1097,1097, ,blank, ,
1098,1098,1098,Assessment , technique,"('Assessment ', ' technique')",
1099,1099,1099,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",uses
1100,1100,1100,pentest , technique,"('pentest ', ' technique')",
1101,1101,1101,template , feature,"('template ', ' feature')",is_part_of
1102,1102,1102,firewall , tool,"('firewall ', ' tool')",is_part_of
1103,1103,1103,IDS , tool,"('IDS ', ' tool')",has_a
1104,1104,1104,rules , function,"('rules ', ' function')",
1105,1105,1105,system security , technique ,"('system security ', ' technique ')",
1106,1106,1106, ,blank, ,
1107,1107,1107,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')",
1108,1108,1108,assessing , technique,"('assessing ', ' technique')",has_a
1109,1109,1109,firewall , tool,"('firewall ', ' tool')",is_part_of
1110,1110,1110,IDS , tool,"('IDS ', ' tool')",
1111,1111,1111, ,blank, ,
1112,1112,1112,pentest , technique,"('pentest ', ' technique')",
1113,1113,1113,inspect , technique,"('inspect ', ' technique')",
1114,1114,1114,assess , technique,"('assess ', ' technique')",
1115,1115,1115,security , technique,"('security ', ' technique')",has_a
1116,1116,1116,firewall , tool,"('firewall ', ' tool')",is_part_of
1117,1117,1117,IDS , tool,"('IDS ', ' tool')",
1118,1118,1118, ,blank, ,
1119,1119,1119,resolve , technique,"('resolve ', ' technique')",can_analyze
1120,1120,1120,vulnerable issues , vulnerability ,"('vulnerable issues ', ' vulnerability ')",
1121,1121,1121,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')",
1122,1122,1122,pentesting , technique,"('pentesting ', ' technique')",
1123,1123,1123, ,blank, ,
1124,1124,1124,pen tester , securityTeam ,"('pen tester ', ' securityTeam ')",can_analyze
1125,1125,1125,client VM , system ,"('client VM ', ' system ')",has_a
1126,1126,1126,Nmap , tool,"('Nmap ', ' tool')",is_part_of
1127,1127,1127,hping3 , tool,"('hping3 ', ' tool')",is_part_of
1128,1128,1128,MSF Metasploit framework , tool  ,"('MSF Metasploit framework ', ' tool  ')",is_part_of
1129,1129,1129,tcpdump , tool,"('tcpdump ', ' tool')",
1130,1130,1130, ,blank, ,
1131,1131,1131,tools , tool,"('tools ', ' tool')",
1132,1132,1132, ,blank, ,
1133,1133,1133,tools , tool,"('tools ', ' tool')",has_a
1134,1134,1134,testing , function,"('testing ', ' function')",
1135,1135,1135,scripts , function,"('scripts ', ' function')",
1136,1136,1136,perform , function,"('perform ', ' function')",
1137,1137,1137,security testing , technique ,"('security testing ', ' technique ')",
1138,1138,1138, ,blank, ,
1139,1139,1139,pentesting , technique,"('pentesting ', ' technique')",
1140,1140,1140,client machine , system ,"('client machine ', ' system ')",
1141,1141,1141, ,blank, ,
1142,1142,1142,tools , tool,"('tools ', ' tool')",is_part_of
1143,1143,1143,ping , tool,"('ping ', ' tool')",is_part_of
1144,1144,1144,traceroute , tool,"('traceroute ', ' tool')",is_part_of
1145,1145,1145,nmap , tool,"('nmap ', ' tool')",is_part_of
1146,1146,1146,hpings , tool,"('hpings ', ' tool')",is_part_of
1147,1147,1147,msfconsole , tool,"('msfconsole ', ' tool')",can_analyze
1148,1148,1148,client node , system ,"('client node ', ' system ')",
1149,1149,1149, ,blank, ,
1150,1150,1150,Gateway Node , system ,"('Gateway Node ', ' system ')",
1151,1151,1151,Ubuntu 1804 , system ,"('Ubuntu 1804 ', ' system ')",
1152,1152,1152,run , function,"('run ', ' function')",can_analyze
1153,1153,1153,iptables , app,"('iptables ', ' app')",has_a
1154,1154,1154,firewall , tool,"('firewall ', ' tool')",is_part_of
1155,1155,1155,snort , tool,"('snort ', ' tool')",has_a
1156,1156,1156,protect , feature,"('protect ', ' feature')",can_analyze
1157,1157,1157,server node , system ,"('server node ', ' system ')",
1158,1158,1158,iptables , app,"('iptables ', ' app')",has_a
1159,1159,1159,snort , tool,"('snort ', ' tool')",can_analyze
1160,1160,1160,configuration files , data ,"('configuration files ', ' data ')",
1161,1161,1161, ,blank, ,
1162,1162,1162,iptables , app,"('iptables ', ' app')",uses
1163,1163,1163,configuration files , data ,"('configuration files ', ' data ')",
1164,1164,1164,snort rule , function ,"('snort rule ', ' function ')",can_analyze
1165,1165,1165,files , data,"('files ', ' data')",
1166,1166,1166,commands , function,"('commands ', ' function')",
1167,1167,1167, ,blank, ,
1168,1168,1168,shell scripts , function ,"('shell scripts ', ' function ')",
1169,1169,1169, ,blank, ,
1170,1170,1170,permission , feature,"('permission ', ' feature')",
1171,1171,1171, ,blank, ,
1172,1172,1172,parameter setup , feature ,"('parameter setup ', ' feature ')",
1173,1173,1173,pentest , technique,"('pentest ', ' technique')",
1174,1174,1174,reset , feature,"('reset ', ' feature')",can_analyze
1175,1175,1175,interfaces , app,"('interfaces ', ' app')",has_a
1176,1176,1176,IP addresses , feature ,"('IP addresses ', ' feature ')",
1177,1177,1177, ,blank, ,
1178,1178,1178,default , feature,"('default ', ' feature')",can_analyze
1179,1179,1179,VM , system,"('VM ', ' system')",
1180,1180,1180, ,blank, ,
1181,1181,1181,Server Node , system ,"('Server Node ', ' system ')",
1182,1182,1182,Metastploitable 2 , system ,"('Metastploitable 2 ', ' system ')",
1183,1183,1183, ,blank, ,
1184,1184,1184,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')",can_expose
1185,1185,1185,vulnerable , vulnerability,"('vulnerable ', ' vulnerability')",
1186,1186,1186,services , app,"('services ', ' app')",
1187,1187,1187, ,blank, ,
1188,1188,1188,Metasploitable 2 , system ,"('Metasploitable 2 ', ' system ')",
1189,1189,1189,virtual machine , system ,"('virtual machine ', ' system ')",
1190,1190,1190, ,blank, ,
1191,1191,1191,iptables , feature,"('iptables ', ' feature')",is_part_of
1192,1192,1192,snort , tool,"('snort ', ' tool')",is_part_of
1193,1193,1193,Nmap , tool,"('Nmap ', ' tool')",is_part_of
1194,1194,1194,Metasploit , tool,"('Metasploit ', ' tool')",can_analyze
1195,1195,1195,security services , app ,"('security services ', ' app ')",has_a
1196,1196,1196,tools , tool,"('tools ', ' tool')",
1197,1197,1197, ,blank, ,
1198,1198,1198,Iptables , feature,"('Iptables ', ' feature')",is_part_of
1199,1199,1199,firewall , tool,"('firewall ', ' tool')",is_part_of
1200,1200,1200,Snort IDS , tool ,"('Snort IDS ', ' tool ')",
1201,1201,1201, ,blank, ,
1202,1202,1202,deploy , function,"('deploy ', ' function')",can_detect
1203,1203,1203,attacks , attack,"('attacks ', ' attack')",
1204,1204,1204,firewall , tool,"('firewall ', ' tool')",
1205,1205,1205, ,blank, ,
1206,1206,1206,exploit , function,"('exploit ', ' function')",can_analyze
1207,1207,1207,vulnerabilities , vulnerability,"('vulnerabilities ', ' vulnerability')",
1208,1208,1208,targeted service , app ,"('targeted service ', ' app ')",
1209,1209,1209,application , app,"('application ', ' app')",
1210,1210,1210, ,blank, ,
1211,1211,1211,service , app,"('service ', ' app')",has_a
1212,1212,1212,access , feature,"('access ', ' feature')",is_part_of
1213,1213,1213,command shell , tool ,"('command shell ', ' tool ')",can_analyze
1214,1214,1214,data , data,"('data ', ' data')",
1215,1215,1215,service , app,"('service ', ' app')",has_a
1216,1216,1216,parameters , feature,"('parameters ', ' feature')",
1217,1217,1217,steal , technique,"('steal ', ' technique')",
1218,1218,1218,critical , feature,"('critical ', ' feature')",can_analyze
1219,1219,1219,data , data,"('data ', ' data')",
1220,1220,1220,system configuration , feature ,"('system configuration ', ' feature ')",can_analyze
1221,1221,1221,setup , system,"('setup ', ' system')",
1222,1222,1222, ,blank, ,
1223,1223,1223,identify , technique,"('identify ', ' technique')",can_analyze
1224,1224,1224,vulnerability , vulnerability,"('vulnerability ', ' vulnerability')",
1225,1225,1225, ,blank, ,
1226,1226,1226,Metasploit , tool,"('Metasploit ', ' tool')",uses
1227,1227,1227,explore , technique,"('explore ', ' technique')",can_analyze
1228,1228,1228,vulnerability , vulnerability,"('vulnerability ', ' vulnerability')",
1229,1229,1229, ,blank, ,
1230,1230,1230,countermeasure , technique,"('countermeasure ', ' technique')",
1231,1231,1231,mitigation solutions , technique ,"('mitigation solutions ', ' technique ')",
1232,1232,1232,firewall rules , function ,"('firewall rules ', ' function ')",
1233,1233,1233, ,blank, ,
1234,1234,1234,Detecting , technique,"('Detecting ', ' technique')",
1235,1235,1235,Subverting , technique,"('Subverting ', ' technique')",has_a
1236,1236,1236,Firewalls , tool,"('Firewalls ', ' tool')",is_part_of
1237,1237,1237,Intrusion Detection Systems , tool  ,"('Intrusion Detection Systems ', ' tool  ')",
1238,1238,1238, ,blank, ,
1239,1239,1239,firewall , tool,"('firewall ', ' tool')",can_analyze
1240,1240,1240,setup , system,"('setup ', ' system')",
1241,1241,1241,perform , function,"('perform ', ' function')",
1242,1242,1242,pentest , technique,"('pentest ', ' technique')",
1243,1243,1243, ,blank, ,
1244,1244,1244,scans , technique,"('scans ', ' technique')",has_a
1245,1245,1245,firewall , tool,"('firewall ', ' tool')",has_a
1246,1246,1246,reset , function,"('reset ', ' function')",
1247,1247,1247,firewall rules , function ,"('firewall rules ', ' function ')",has_a
1248,1248,1248,blacklist , feature,"('blacklist ', ' feature')",
1249,1249,1249, ,blank, ,
1250,1250,1250,scanning , technique,"('scanning ', ' technique')",
1251,1251,1251,target , system,"('target ', ' system')",
1252,1252,1252,Metasploitable-2 , system,"('Metasploitable-2 ', ' system')",
1253,1253,1253,VM , system,"('VM ', ' system')",
1254,1254,1254, ,blank, ,
1255,1255,1255,scanning , technique,"('scanning ', ' technique')",
1256,1256,1256,responses , feature,"('responses ', ' feature')",
1257,1257,1257,firewall rules , function ,"('firewall rules ', ' function ')",
1258,1258,1258, ,blank, ,
1259,1259,1259,firewall rules , function ,"('firewall rules ', ' function ')",
1260,1260,1260,scanning , technique,"('scanning ', ' technique')",
1261,1261,1261, ,blank, ,
1262,1262,1262,Nmap , tool,"('Nmap ', ' tool')",is_part_of
1263,1263,1263,Metasploit Framework , tool ,"('Metasploit Framework ', ' tool ')",can_analyze
1264,1264,1264,Client , system,"('Client ', ' system')",
1265,1265,1265,Gateway VMs , system ,"('Gateway VMs ', ' system ')",
1266,1266,1266, ,blank, ,
1267,1267,1267,scanning , technique,"('scanning ', ' technique')",
1268,1268,1268,Client , system,"('Client ', ' system')",
1269,1269,1269,Gateway , system,"('Gateway ', ' system')",has_a
1270,1270,1270,firewall , tool,"('firewall ', ' tool')",uses
1271,1271,1271,defend , technique,"('defend ', ' technique')",
1272,1272,1272,scan , technique,"('scan ', ' technique')",can_detect
1273,1273,1273,attack , attack,"('attack ', ' attack')",
1274,1274,1274, ,blank, ,
1275,1275,1275,tcpdump , tool,"('tcpdump ', ' tool')",uses
1276,1276,1276,monitor , technique,"('monitor ', ' technique')",
1277,1277,1277,traffic , data,"('traffic ', ' data')",
1278,1278,1278,ingress , feature,"('ingress ', ' feature')",
1279,1279,1279,egress , feature,"('egress ', ' feature')",
1280,1280,1280,ports , feature,"('ports ', ' feature')",can_analyze
1281,1281,1281,gateway , system,"('gateway ', ' system')",
1282,1282,1282,Gateway , system,"('Gateway ', ' system')",
1283,1283,1283, ,blank, ,
1284,1284,1284,scanning , technique,"('scanning ', ' technique')",
1285,1285,1285, ,blank, ,
1286,1286,1286,pentest , technique,"('pentest ', ' technique')",
1287,1287,1287,cyberdefense , technique,"('cyberdefense ', ' technique')",
1288,1288,1288, ,blank, ,
1289,1289,1289,TCP protocol , feature ,"('TCP protocol ', ' feature ')",can_analyze
1290,1290,1290,systems , system,"('systems ', ' system')",has_a
1291,1291,1291,RFC 793 , feature ,"('RFC 793 ', ' feature ')",
1292,1292,1292,negative response , feature ,"('negative response ', ' feature ')",
1293,1293,1293,connection requests , feature ,"('connection requests ', ' feature ')",can_analyze
1294,1294,1294,TCP RST reset packet , data   ,"('TCP RST reset packet ', ' data   ')",
1295,1295,1295, ,blank, ,
1296,1296,1296,RST packet , data ,"('RST packet ', ' data ')",
1297,1297,1297,closed , feature,"('closed ', ' feature')",
1298,1298,1298,ports , feature,"('ports ', ' feature')",is_part_of
1299,1299,1299,Nmap , tool,"('Nmap ', ' tool')",
1300,1300,1300, ,blank, ,
1301,1301,1301,Filtering , feature,"('Filtering ', ' feature')",can_analyze
1302,1302,1302,devices , system,"('devices ', ' system')",has_a
1303,1303,1303,firewalls , tool,"('firewalls ', ' tool')",can_analyze
1304,1304,1304,packets , data,"('packets ', ' data')",
1305,1305,1305,ports , feature,"('ports ', ' feature')",
1306,1306,1306, ,blank, ,
1307,1307,1307,ICMP error messages , data  ,"('ICMP error messages ', ' data  ')",
1308,1308,1308,port unreachable , feature ,"('port unreachable ', ' feature ')",
1309,1309,1309, ,blank, ,
1310,1310,1310,dropped packets , data ,"('dropped packets ', ' data ')",
1311,1311,1311,ICMP errors , data ,"('ICMP errors ', ' data ')",
1312,1312,1312,RST packets , data ,"('RST packets ', ' data ')",
1313,1313,1313,Nmap , tool,"('Nmap ', ' tool')",has_a
1314,1314,1314,reliably , feature,"('reliably ', ' feature')",
1315,1315,1315,detect , technique,"('detect ', ' technique')",
1316,1316,1316,filtered , feature,"('filtered ', ' feature')",
1317,1317,1317,TCP ports , feature ,"('TCP ports ', ' feature ')",
1318,1318,1318,open , feature,"('open ', ' feature')",
1319,1319,1319,closed , feature,"('closed ', ' feature')",
1320,1320,1320, ,blank, ,
1321,1321,1321,ACK scan , technique ,"('ACK scan ', ' technique ')",
1322,1322,1322,TCP packets , data ,"('TCP packets ', ' data ')",
1323,1323,1323,ACK bit set , data  ,"('ACK bit set ', ' data  ')",
1324,1324,1324, ,blank, ,
1325,1325,1325,ports , feature,"('ports ', ' feature')",
1326,1326,1326,open , feature,"('open ', ' feature')",
1327,1327,1327,closed , feature,"('closed ', ' feature')",can_analyze
1328,1328,1328,target , system,"('target ', ' system')",has_a
1329,1329,1329,RFC 793 , feature ,"('RFC 793 ', ' feature ')",
1330,1330,1330,respond , feature,"('respond ', ' feature')",can_analyze
1331,1331,1331,RST packet , data ,"('RST packet ', ' data ')",
1332,1332,1332, ,blank, ,
1333,1333,1333,Firewalls , tool,"('Firewalls ', ' tool')",has_a
1334,1334,1334,block , feature,"('block ', ' feature')",
1335,1335,1335,probe , technique,"('probe ', ' technique')",
1336,1336,1336, ,blank, ,
1337,1337,1337,firewall , tool,"('firewall ', ' tool')",has_a
1338,1338,1338,response , feature,"('response ', ' feature')",can_analyze
1339,1339,1339,ICMP destination unreachable error , data   ,"('ICMP destination unreachable error ', ' data   ')",
1340,1340,1340, ,blank, ,
1341,1341,1341,Nmap , tool,"('Nmap ', ' tool')",can_analyze
1342,1342,1342,ACK packets , data ,"('ACK packets ', ' data ')",
1343,1343,1343,filtered , feature,"('filtered ', ' feature')",
1344,1344,1344, ,blank, ,
1345,1345,1345,filtered ports , feature ,"('filtered ports ', ' feature ')",is_part_of
1346,1346,1346,Nmap , tool,"('Nmap ', ' tool')",uses
1347,1347,1347,ACK scan , technique ,"('ACK scan ', ' technique ')",
1348,1348,1348,SYN scan , technique ,"('SYN scan ', ' technique ')",
1349,1349,1349,machine , system,"('machine ', ' system')",
1350,1350,1350,ACK scans , technique ,"('ACK scans ', ' technique ')",
1351,1351,1351,filter , feature,"('filter ', ' feature')",
1352,1352,1352, ,blank, ,
1353,1353,1353,Stateless , feature,"('Stateless ', ' feature')",is_part_of
1354,1354,1354,firewall , tool,"('firewall ', ' tool')",has_a
1355,1355,1355,block , feature,"('block ', ' feature')",
1356,1356,1356,incoming , feature,"('incoming ', ' feature')",can_analyze
1357,1357,1357,SYN packets , data ,"('SYN packets ', ' data ')",
1358,1358,1358,ACK bit set , data  ,"('ACK bit set ', ' data  ')",
1359,1359,1359,ACK packets , data ,"('ACK packets ', ' data ')",
1360,1360,1360, ,blank, ,
1361,1361,1361,Blocking , feature,"('Blocking ', ' feature')",can_analyze
1362,1362,1362,ACK packets , data ,"('ACK packets ', ' data ')",
1363,1363,1363,connection , feature,"('connection ', ' feature')",
1364,1364,1364, ,blank, ,
1365,1365,1365,SYN scan , technique ,"('SYN scan ', ' technique ')",
1366,1366,1366,ACK scan , technique ,"('ACK scan ', ' technique ')",
1367,1367,1367, ,blank, ,
1368,1368,1368,block , feature,"('block ', ' feature')",can_detect
1369,1369,1369,unsolicited , attack,"('unsolicited ', ' attack')",can_harm
1370,1370,1370,ACK packets , data ,"('ACK packets ', ' data ')",
1371,1371,1371,Nmap , tool,"('Nmap ', ' tool')",uses
1372,1372,1372,ACK scan , technique ,"('ACK scan ', ' technique ')",
1373,1373,1373,ACK packets , data ,"('ACK packets ', ' data ')",
1374,1374,1374,legitimate , feature,"('legitimate ', ' feature')",
1375,1375,1375,connections , feature,"('connections ', ' feature')",
1376,1376,1376, ,blank, ,
1377,1377,1377,firewalls , tool,"('firewalls ', ' tool')",has_a
1378,1378,1378,statefully , feature,"('statefully ', ' feature')",
1379,1379,1379,established connection , feature ,"('established connection ', ' feature ')",
1380,1380,1380,ACK , feature,"('ACK ', ' feature')",
1381,1381,1381, ,blank, ,
1382,1382,1382,iptables , feature,"('iptables ', ' feature')",is_part_of
1383,1383,1383,firewall , tool,"('firewall ', ' tool')",has_a
1384,1384,1384,rules , function,"('rules ', ' function')",has_a
1385,1385,1385,stateful , feature,"('stateful ', ' feature')",is_part_of
1386,1386,1386,firewall , tool,"('firewall ', ' tool')",
1387,1387,1387, ,blank, ,
1388,1388,1388,stateful , feature,"('stateful ', ' feature')",is_part_of
1389,1389,1389,firewalls , tool,"('firewalls ', ' tool')",has_a
1390,1390,1390,secure , feature,"('secure ', ' feature')",
1391,1391,1391, ,blank, ,
1392,1392,1392,Blocking , feature,"('Blocking ', ' feature')",
1393,1393,1393,ACK scans , technique ,"('ACK scans ', ' technique ')",
1394,1394,1394, ,blank, ,
1395,1395,1395,stateful , feature,"('stateful ', ' feature')",is_part_of
1396,1396,1396,firewall , tool,"('firewall ', ' tool')",has_a
1397,1397,1397,reboot , function,"('reboot ', ' function')",can_analyze
1398,1398,1398,device , system,"('device ', ' system')",has_a
1399,1399,1399,state , feature,"('state ', ' feature')",
1400,1400,1400,established connections , feature ,"('established connections ', ' feature ')",
1401,1401,1401, ,blank, ,
1402,1402,1402,Nmap , tool,"('Nmap ', ' tool')",uses
1403,1403,1403,scans , technique,"('scans ', ' technique')",
1404,1404,1404,scanning , technique,"('scanning ', ' technique')",has_a
1405,1405,1405,Nmap , tool,"('Nmap ', ' tool')",has_a
1406,1406,1406,outputs , feature,"('outputs ', ' feature')",
1407,1407,1407,filtered , feature,"('filtered ', ' feature')",
1408,1408,1408,unfiltered , feature,"('unfiltered ', ' feature')",
1409,1409,1409,closed , feature,"('closed ', ' feature')",
1410,1410,1410,open , feature,"('open ', ' feature')",
1411,1411,1411, ,blank, ,
1412,1412,1412,firewall , tool,"('firewall ', ' tool')",can_analyze
1413,1413,1413,setup , system,"('setup ', ' system')",
1414,1414,1414, ,blank, ,
1415,1415,1415,Systems , system,"('Systems ', ' system')",has_a
1416,1416,1416,TCP protocol , feature ,"('TCP protocol ', ' feature ')",
1417,1417,1417,RFC 793 , feature ,"('RFC 793 ', ' feature ')",
1418,1418,1418,negative response , feature ,"('negative response ', ' feature ')",
1419,1419,1419,connection requests , feature ,"('connection requests ', ' feature ')",can_analyze
1420,1420,1420,TCP RST reset packet , data   ,"('TCP RST reset packet ', ' data   ')",
1421,1421,1421, ,blank, ,
1422,1422,1422,deny-by-default , feature,"('deny-by-default ', ' feature')",is_part_of
1423,1423,1423,firewall , tool,"('firewall ', ' tool')",has_a
1424,1424,1424,policy , feature,"('policy ', ' feature')",
1425,1425,1425,scanning , technique,"('scanning ', ' technique')",
1426,1426,1426,responses , feature,"('responses ', ' feature')",is_part_of
1427,1427,1427,firewall , tool,"('firewall ', ' tool')",
1428,1428,1428, ,blank, ,
1429,1429,1429,ACK scan , feature ,"('ACK scan ', ' feature ')",can_analyze
1430,1430,1430,TCP packets , data ,"('TCP packets ', ' data ')",
1431,1431,1431,ACK bit set , data  ,"('ACK bit set ', ' data  ')",
1432,1432,1432,ports , feature,"('ports ', ' feature')",
1433,1433,1433,open , feature,"('open ', ' feature')",
1434,1434,1434,closed , feature,"('closed ', ' feature')",can_analyze
1435,1435,1435,target , system,"('target ', ' system')",has_a
1436,1436,1436,RFC 793 , feature ,"('RFC 793 ', ' feature ')",can_analyze
1437,1437,1437,RST packet , data ,"('RST packet ', ' data ')",
1438,1438,1438, ,blank, ,
1439,1439,1439,stateful , feature,"('stateful ', ' feature')",
1440,1440,1440,stateless , feature,"('stateless ', ' feature')",is_part_of
1441,1441,1441,firewall , tool,"('firewall ', ' tool')",has_a
1442,1442,1442,policies , feature,"('policies ', ' feature')",can_analyze
1443,1443,1443,setup , system,"('setup ', ' system')",
1444,1444,1444,scanning , technique,"('scanning ', ' technique')",
1445,1445,1445,responses , feature,"('responses ', ' feature')",is_part_of
1446,1446,1446,firewall , tool,"('firewall ', ' tool')",
1447,1447,1447, ,blank, ,
1448,1448,1448,scans , technique,"('scans ', ' technique')",
1449,1449,1449, ,blank, ,
1450,1450,1450,open , feature,"('open ', ' feature')",
1451,1451,1451,closed , feature,"('closed ', ' feature')",
1452,1452,1452,port , feature,"('port ', ' feature')",can_analyze
1453,1453,1453,machine , system,"('machine ', ' system')",
1454,1454,1454,network , system,"('network ', ' system')",
1455,1455,1455, ,blank, ,
1456,1456,1456,machine , system,"('machine ', ' system')",uses
1457,1457,1457,network traffic , data ,"('network traffic ', ' data ')",
1458,1458,1458, ,blank, ,
1459,1459,1459,Linux system , system ,"('Linux system ', ' system ')",
1460,1460,1460, ,blank, ,
1461,1461,1461,machine , system,"('machine ', ' system')",has_a
1462,1462,1462,IP ID , feature ,"('IP ID ', ' feature ')",
1463,1463,1463, ,blank, ,
1464,1464,1464,Windows XP , system ,"('Windows XP ', ' system ')",has_a
1465,1465,1465,Nping , tool,"('Nping ', ' tool')",can_analyze
1466,1466,1466,SYN packets , data ,"('SYN packets ', ' data ')",
1467,1467,1467,port 80 , feature ,"('port 80 ', ' feature ')",
1468,1468,1468, ,blank, ,
1469,1469,1469,flooding , attack,"('flooding ', ' attack')",can_harm
1470,1470,1470,host , system,"('host ', ' system')",
1471,1471,1471, ,blank, ,
1472,1472,1472,address , feature,"('address ', ' feature')",is_part_of
1473,1473,1473,nping , tool,"('nping ', ' tool')",can_analyze
1474,1474,1474,node , system,"('node ', ' system')",
1475,1475,1475, ,blank, ,
1476,1476,1476,IP IDs , feature ,"('IP IDs ', ' feature ')",
1477,1477,1477, ,blank, ,
1478,1478,1478,target , system,"('target ', ' system')",
1479,1479,1479,forged packets , attack ,"('forged packets ', ' attack ')",
1480,1480,1480, ,blank, ,
1481,1481,1481,spoofed , vulnerability,"('spoofed ', ' vulnerability')",
1482,1482,1482,addresses , feature,"('addresses ', ' feature')",is_part_of
1483,1483,1483,firewall , tool,"('firewall ', ' tool')",
1484,1484,1484, ,blank, ,
1485,1485,1485,source , system,"('source ', ' system')",has_a
1486,1486,1486,address , feature,"('address ', ' feature')",
1487,1487,1487,netblocks , technique,"('netblocks ', ' technique')",has_a
1488,1488,1488,firewall , tool,"('firewall ', ' tool')",has_a
1489,1489,1489,blocked , feature,"('blocked ', ' feature')",
1490,1490,1490, ,blank, ,
1491,1491,1491,UDP , feature,"('UDP ', ' feature')",
1492,1492,1492,protocol , feature,"('protocol ', ' feature')",
1493,1493,1493,open ports , feature ,"('open ports ', ' feature ')",
1494,1494,1494,TCP , feature,"('TCP ', ' feature')",
1495,1495,1495, ,blank, ,
1496,1496,1496,UDP , feature,"('UDP ', ' feature')",can_analyze
1497,1497,1497,applications , app,"('applications ', ' app')",uses
1498,1498,1498,packets , data,"('packets ', ' data')",
1499,1499,1499,scanner , tool,"('scanner ', ' tool')",has_a
1500,1500,1500,port , feature,"('port ', ' feature')",
1501,1501,1501,open , feature,"('open ', ' feature')",
1502,1502,1502,filtered , feature,"('filtered ', ' feature')",
1503,1503,1503, ,blank, ,
1504,1504,1504,open , feature,"('open ', ' feature')",
1505,1505,1505,filtered , feature,"('filtered ', ' feature')",
1506,1506,1506,UDP scan , technique ,"('UDP scan ', ' technique ')",
1507,1507,1507, ,blank, ,
1508,1508,1508,Nmap , tool,"('Nmap ', ' tool')",uses
1509,1509,1509,port scanning , technique ,"('port scanning ', ' technique ')",
1510,1510,1510, ,blank, ,
1511,1511,1511,scanning , technique,"('scanning ', ' technique')",
1512,1512,1512,deploy , function,"('deploy ', ' function')",
1513,1513,1513,idle scan , technique ,"('idle scan ', ' technique ')",
1514,1514,1514,FTP Bounce scan , technique  ,"('FTP Bounce scan ', ' technique  ')",
1515,1515,1515, ,blank, ,
1516,1516,1516,Nmap , tool,"('Nmap ', ' tool')",can_analyze
1517,1517,1517,source , system,"('source ', ' system')",has_a
1518,1518,1518,port , feature,"('port ', ' feature')",can_analyze
