,Unnamed: 0,Unnamed: 0.1,DocNo,Sno,sentence,tag,c1,c2,compare
610,610,610,D3,306,Many UDP applications will ignore unexpected packets leaving the scanner unsure whether the port is open or filtered ,O B-feature B-app O O O B-data O O B-tool O O O B-feature O B-feature O B-feature ,18,18,1
611,611,611,,0,,,0,0,1
612,612,612,D3,307,what is the implication of open or filtered states of the UDP scan,O O O O O B-feature  O B-feature O O O B-technique I-technique,13,13,1
613,613,613,,0,,,0,0,1
614,614,614,D3,308,how to use Nmap to perform port scanning,O O O B-tool O O B-technique I-technique,8,8,1
615,615,615,,0,,,0,0,1
616,616,616,D3,309,Based on the scanning results can you further deploy idle scan and FTP Bounce scan,O O O B-technique O O O O B-function B-technique I-technique O B-technique I-technique I-technique,15,15,1
617,617,617,,0,,,0,0,1
618,618,618,D3,310,Nmap uses the -g and source -port options to manipulate source ports of transmitted packets,B-tool O O O O B-system  B-feature O O O B-system B-feature O B-data I-data,15,15,1
619,619,619,,0,,,0,0,1
620,620,620,D3,311,Many intrusion detection systems have morphed into what marketing departments label intrusion prevention systems,O B-tool I-tool I-tool O O O O O O O B-tool I-tool I-tool,14,14,1
621,621,621,,0,,,0,0,1
622,622,622,D3,312,Some can only sniff the network like a normal IDS and send triggered packet responses,O O O B-technique O B-system O O O B-tool O O B-feature I-feature I-feature,15,15,1
623,623,623,,0,,,0,0,1
624,624,624,D3,313,The best IPS systems are inline on the network to restrict packet flow when suspicious activity is detected,O O B-tool I-tool O O O O B-system O O B-feature I-feature O B-vulnerability I-vulnerability O B-technique,18,18,1
625,625,625,,0,,,0,0,1
626,626,626,D3,314,For example an IPS may block any further traffic from an IP address that they believe has port scanned them or attempted buffer overflow exploit,O O O B-tool O B-feature O O B-data O O B-feature I-feature O O O O B-technique I-technique O O O B-attack I-attack I-attack,25,25,1
627,627,627,,0,,,0,0,1
628,628,628,D3,315,Attackers are likely to notice this if they port scan a system and cannot connect to the reported open ports,B-attacker O O O O O O O B-technique I-technique O B-system O O O O O O B-feature I-feature,20,20,1
629,629,629,,0,,,0,0,1
630,630,630,D3,316,Attackers can confirm that they are blocked by trying to connect from another IP address,B-attacker O O O O O B-feature O O O O O O B-feature I-feature,15,15,1
631,631,631,,0,,,0,0,1
632,632,632,D3,317,Suspicious response packets can also tip-off that an IDS has flagged an attacker�s actions,B-vulnerability B-data I-data O O O O O B-tool O B-feature O B-attacker O,14,14,1
633,633,633,,0,,,0,0,1
634,634,634,D3,318,In particular many IDSs that are not inline on the network will forge RST packets to tear down connections ,O O O B-tool O O O O O O B-system O B-vulnerability B-data I-data O O O B-feature ,19,19,1
635,635,635,,0,,,0,0,1
636,636,636,D3,319,Ways to determine that these packets are forged are covered in the section called Detecting Packet Forgery by Firewall and Intrusion Detection Systems ,O O O O O B-data O B-vulnerability O O O O O O B-technique B-attack I-attack O B-tool O B-tool I-tool I-tool ,23,23,1
637,637,637,,0,,,0,0,1
638,638,638,D3,320,For example the Linux iptables system which offers many methods for rejecting undesired packets by using:,O O O B-system B-app B-system O O O O O O O B-data O O,16,16,1
639,639,639,,0,,,0,0,1
640,640,640,D3,321,The type given can be icmp-net-unreachable icmp-host-unreachable icmp-port-unreachable icmp-proto-unreachable icmp-net-prohibited or icmp-host-prohibited which return the appropriate ICMP error message port-unreachable is the default ,O O O O O B-feature B-feature B-feature B-feature B-feature O B-feature O O O O B-data I-data I-data B-feature O O O ,23,23,1
641,641,641,,0,,,0,0,1
642,642,642,D3,322,The option tcp-reset can be used on rules which only match the TCP protocol,O O B-feature O O O O B-function O O O O B-feature I-feature,14,14,1
643,643,643,,0,,,0,0,1
644,644,644,D3,323,this causes a TCP RST packet to be sent back,O O O B-data I-data I-data O O O O,10,10,1
645,645,645,,0,,,0,0,1
646,646,646,D3,324,This is mainly useful for blocking ident 113/tcp probes which frequently occur when sending mail to broken mail hosts which won�t accept your mail otherwise,O O O O O B-feature B-feature I-feature B-technique O O O O O O O B-feature B-system I-system O O O O O O,25,25,1
647,647,647,,0,,,0,0,1
648,648,648,D3,325,Forging RST packets by firewalls and IDS or IPS is not particularly common outside of port 113,B-attack B-data I-data O B-tool O B-tool O B-tool O O O O O O B-feature I-feature,17,17,1
649,649,649,,0,,,0,0,1
650,650,650,D3,326,It can be confusing to legitimate network operators and allows scanners to immediately move on to the next port without waiting on the timeout caused by dropped packets ,O O O O O B-feature B-securityTeam I-securityTeam O O B-tool O O O O O O O B-feature O O O O B-feature O O B-data I-data ,28,28,1
651,651,651,,0,,,0,0,1
652,652,652,D3,327,Such forgery can usually be detected by careful analysis of the RST packet compared to other packets sent by the machine ,O B-attack O O O B-technique O O B-technique O O B-data I-data O O O B-data O O O B-system,21,21,1
653,653,653,,0,,,0,0,1
654,654,654,D3,328,you can purposely alter some iptables rules and observe the difference and how the changes can impact your inferences about the firewall setup,O O O O O B-app B-function O O O O O O O O O O O O O O B-tool B-system,23,23,1
655,655,655,,0,,,0,0,1
656,656,656,D3,329,One way to detect certain IDSs is to watch for unexplained gaps or suspicious machines in traceroutes ,O O O B-technique O B-tool O O O O O O O B-vulnerability B-system O B-tool ,17,17,1
657,657,657,,0,,,0,0,1
658,658,658,D3,330,While most operating systems include a traceroute command Nmap offers a faster and more effective alternative with the traceroute option,O O B-system I-system O O B-tool B-function B-tool O O O O O O O O O B-tool O,20,20,1
659,659,659,,0,,,0,0,1
660,660,660,D3,331,This approach may only detect inline IDSs instead of those that passively sniff the network without being part of the route ,O O O O B-technique B-feature B-tool O O O O B-feature B-technique O B-system O O O O O B-function ,21,21,1
661,661,661,,0,,,0,0,1
662,662,662,D3,332,Additionally inspect iptables rules and output from Nmap and ping and explain why the above-issued commands cannot return the path information,O B-technique B-app B-function O O O B-tool O B-function O O O O O B-function O O O O B-data,21,21,1
663,663,663,,0,,,0,0,1
664,664,664,D3,333,The following techniques are used to avoid being detected by the IDS snort ,O O O O O O O O B-technique O O B-tool B-tool ,13,13,1
665,665,665,,0,,,0,0,1
666,666,666,D3,334,Your snort can detect many scanning activities based on the given snort rules,O B-tool O B-technique O B-technique O O O O O B-function I-function,13,13,1
667,667,667,,0,,,0,0,1
668,668,668,D3,335,how to configure your scanning parameters in the following given strategies,O O B-function O B-technique B-feature O O O O O,11,11,1
669,669,669,,0,,,0,0,1
670,670,670,D3,336,from slow down to DNS proxying which ones you can deploy in our testing environment,O B-feature I-feature O B-system I-system O O O O B-function O O B-system I-system,15,15,1
671,671,671,,0,,,0,0,1
672,672,672,D3,337,You need to check the rules specified in the given snort local rules,O O O O O B-function O O O O B-tool O B-function,13,13,1
673,673,673,,0,,,0,0,1
674,674,674,D3,338,Based on the following given Nmap scanning methods design new Nmap scanning commands to avoided being detected by snort rules,O O O O O B-tool B-technique O O O B-tool B-technique B-function O O O B-technique O B-function I-function,20,20,1
675,675,675,,0,,,0,0,1
676,676,676,D3,339,Nmap offers several timing modes that can be selected with the -T option to accomplish this ,B-tool O O B-feature I-feature O O O O O O O O O O O ,16,16,1
677,677,677,,0,,,0,0,1
678,678,678,D3,340,For example the -T paranoid option causes Nmap to send just one probe at a time waiting five minutes between them ,O O O O B-feature I-feature O B-tool O O O O B-technique O O O O O O O O ,21,21,1
679,679,679,,0,,,0,0,1
680,680,680,D3,341,A large scan may take weeks but at least it probably will not be detected ,O O B-technique O O O O O O O O O O O B-technique ,15,15,1
681,681,681,,0,,,0,0,1
682,682,682,D3,342,The -T sneaky option is similar but it only waits 15 seconds between probes ,O O B-feature I-feature O O O O O O O O O B-technique ,14,14,1
683,683,683,,0,,,0,0,1
684,684,684,D3,343,Scatter probes across networks rather than scanning hosts consecutively,O B-technique O B-system O O B-technique B-system O,9,9,1
685,685,685,,0,,,0,0,1
686,686,686,D3,344,IP fragments can be a major problem for intrusion detection systems,B-feature I-feature O O O O O O B-tool I-tool I-tool,11,11,1
687,687,687,,0,,,0,0,1
688,688,688,D3,345,particularly because the handling of oddities such as overlapping fragments and fragmentation assembly timeouts are ambiguous and differ substantially between platforms ,O O O O O O O O B-feature I-feature O B-feature I-feature I-feature O O O O O O B-system ,21,21,1
689,689,689,,0,,,0,0,1
690,690,690,D3,346,Thus the IDS often has to guess at how the remote system will interpret a packet,O O B-tool O O O O O O O B-system I-system O O O B-data,16,16,1
691,691,691,,0,,,0,0,1
692,692,692,D3,347,An Nmap scan will use tiny IP fragments ,O B-tool B-technique O O B-feature I-feature I-feature,8,8,1
693,693,693,,0,,,0,0,1
694,694,694,D3,348,By default Nmap will include up to eight bytes of data in each fragment so a typical 20 or 24 byte depending on options TCP packet is sent in three tiny fragments,O O B-tool O O O O O B-data O B-data O O B-feature O O typicOl O O O B-data O O O B-data I-data O O O O B-feature I-feature,32,32,1
695,695,695,,0,,,0,0,1
696,696,696,D3,349,Every instance of -f adds eight to the maximum fragment data size ,O O O O O O O O O B-feature B-feature I-feature ,12,12,1
697,697,697,,0,,,0,0,1
698,698,698,D3,350,Fragmentation is only supported for Nmap�s raw packet features including TCP and UDP port scans except connect scan and FTP bounce scan and OS detection,B-technique O O O O B-tool B-data I-data O O B-feature O B-feature B-technique I-technique O B-technique I-technique O B-technique I-technique I-technique O B-technique I-technique,25,25,1
699,699,699,,0,,,0,0,1
700,700,700,D3,351,Features such as version detection and the Nmap Scripting Engine generally don�t support fragmentation ,B-feature O O B-technique I-technique O O B-tool I-tool I-tool O O O B-technique ,14,14,1
701,701,701,,0,,,0,0,1
702,702,702,D3,352,because they rely on your host�s TCP stack to communicate with target services,O O O O O B-system B-feature I-feature O O O B-app I-app,13,13,1
703,703,703,,0,,,0,0,1
704,704,704,D3,353,Decoys are added with the -D option,B-technique O O O O O O,7,7,1
705,705,705,,0,,,0,0,1
706,706,706,D3,354,The argument is a list of hosts separated by commas ,O O O O O O B-system O O O,10,10,1
707,707,707,,0,,,0,0,1
708,708,708,D3,355,The string ME can be used as one of the decoys to represent where the true source host should appear in the scan order ,O O O O O O O O O O B-technique O O O O O B-system I-system O O O O B-technique O ,24,24,1
709,709,709,,0,,,0,0,1
710,710,710,D3,356,source IP and Nmap will launch the requested port scan from that given source,B-system B-feature O B-tool O O O O B-technique I-technique O O O B-system  ,14,14,1
711,711,711,,0,,,0,0,1
712,712,712,D3,357,No useful Nmap results will be available since the target will respond to the spoofed IP and Nmap will not see those responses,O O B-tool O O O O O O B-system O O O O B-vulnerability B-feature O B-tool O O O O B-feature,23,23,1
713,713,713,,0,,,0,0,1
714,714,714,D3,358,IDS alarms at the target will blame the spoofed source for the scan,B-tool B-function O O B-system O O O B-vulnerability O O O B-technique,13,13,1
715,715,715,,0,,,0,0,1
716,716,716,D3,359,This can be useful for framing innocent parties casting doubt in the administrator�s mind about his IDS accuracy,O O O O O O O O O O O O B-securityTeam O O O B-tool B-feature,18,18,1
717,717,717,,0,,,0,0,1
718,718,718,D3,360,The idle scan is a clever technique that allows for spoofing the source IP address as discussed in the previous section while still obtaining accurate TCP port scan results ,O B-O I-O O O O O O O O B-vulnerability O B-system B-feature I-feature O O O O O O O O O O B-technique I-technique I-technique O ,29,29,1
719,719,719,,0,,,0,0,1
720,720,720,D3,361,This is done by abusing the properties of the IP identification field as implemented by many systems ,O O O O O O O O O B-feature I-feature I-feature O O O O  B-system ,17,17,1
721,721,721,,0,,,0,0,1
722,722,722,D3,362,However most Linux systems are immune to idle scan attacks,O O B-system I-system O O O B-attack I-attack I-attack,10,10,1
723,723,723,,0,,,0,0,1
724,724,724,D3,363,Nmap performs reverse-DNS resolution by default against every responsive host ,B-tool O B-function I-function O O O O B-feature B-system ,10,10,1
725,725,725,,0,,,0,0,1
726,726,726,D3,364,These DNS lookup probes could be detected Even something as unintrusive as a list scan -sL could be detected this way ,O B-function I-function B-technique O O B-technique O O O B-feature O O B-technique I-technique O O O B-technique O O,21,21,1
727,727,727,,0,,,0,0,1
728,728,728,D3,365,The probes will come from the DNS server configured for the machine running Nmap,O B-technique O O O O B-system I-system B-function O O B-system O B-tool,14,14,1
729,729,729,,0,,,0,0,1
730,730,730,D3,366,The most effective way to eliminate this risk is to specify -n to disable all reverse DNS resolution ,O O O O O O O B-feature O O O O O O O B-function I-function I-function,18,18,1
731,731,731,,0,,,0,0,1
732,732,732,D3,367,You can specify one or more of those name servers to the dns servers option of Nmap and all DNS queries will be proxied through them,O O O O O O O O B-system I-system O O B-system I-system O O B-tool O O B-function I-function O O B-system  O O,26,26,1
733,733,733,,0,,,0,0,1
734,734,734,D3,368,The scanning results derived from task 1 to task 3 allows you to identify potential vulnerabilities to explore ,O B-technique O O O O O O O O O O O O O B-vulnerability O B-technique,18,18,1
735,735,735,,0,,,0,0,1
736,736,736,D3,369,you need to use Metasploit Framework msf to deploy at least two successful attacks ,O O O O B-tool I-tool I-tool O B-function O O O O B-attack ,14,14,1
737,737,737,,0,,,0,0,1
738,738,738,D3,370,such as stop the service gain access to the command shell modify data or service parameters steal critical data modify system configuration setup ,O O O O B-app O B-feature O O B-tool I-tool O B-data O B-app B-feature B-technique B-feature B-data O B-feature I-feature B-system ,23,23,1
739,739,739,,0,,,0,0,1
740,740,740,D4,371,you will run the Metasploit Framework MSF command-line CLI for penetration testing,O O O O B-tool I-tool I-tool B-tool I-tool O B-technique I-technique,12,12,1
741,741,741,,0,,,0,0,1
742,742,742,D4,372,You will learn how to use Metasploit to discover and identify system vulnerabilities ie running Metasploitable 2,O O O O O O B-tool O B-technique O B-technique B-vulnerability I-vulnerability O O B-system I-system,17,17,1
743,743,743,,0,,,0,0,1
744,744,744,D4,373,Use Metasploit Framework to send vulnerability exploitation packets for vulnerability discovery,O B-tool I-tool O O B-vulnerability B-data I-data O B-technique I-technique,11,11,1
745,745,745,,0,,,0,0,1
746,746,746,D4,374,Use Metasploit Framework to compromise a vulnerable system ie Metasploitable2,O B-tool I-tool O O O B-vulnerability B-system O B-system,10,10,1
747,747,747,,0,,,0,0,1
748,748,748,D4,375,The Metasploit Project is a computer security project that provides information about security vulnerabilities and aids in penetration testing and IDS signature development ,O B-tool O O O B-technique I-technique O O O B-data O B-vulnerability I-vulnerability O O O B-technique I-technique O B-technique I-technique I-technique ,23,23,1
749,749,749,,0,,,0,0,1
750,750,750,D4,376,Boston Massachusetts-based security company Rapid7 owns it ,O O B-technique O B-app O O ,7,7,1
751,751,751,,0,,,0,0,1
752,752,752,D4,377,Its best-known sub-project is the open-source Metasploit Framework a tool for developing and executing exploit code against a remote target machine,O O O O O B-feature B-tool I-tool O B-tool O O O O B-function I-function O O B-system I-system I-system,21,21,1
753,753,753,,0,,,0,0,1
754,754,754,D4,378,The Metasploit Project includes anti-forensic and evasion tools some of which are built into the Metasploit Framework ,O B-tool O O B-technique O B-technique B-tool O O O O O O O B-tool I-tool ,17,17,1
755,755,755,,0,,,0,0,1
756,756,756,D4,379,Metasploit is pre-installed in the Kali Linux operating system ,B-tool O O O O B-system I-system I-system I-system,9,9,1
757,757,757,,0,,,0,0,1
758,758,758,D4,380,In this lab we use the command-line only version msfconsole which runs on Ubuntu Linux,O O O O O O B-tool O B-feature B-tool O O O B-system I-system,15,15,1
759,759,759,,0,,,0,0,1
760,760,760,D4,381,The Metasploit framework consists of the core and base many exploits payloads modules Ruby classes plugin�s scripts and multiple user interfaces ,O B-tool I-tool O O O O O O O B-function B-data B-function B-tool B-function B-tool B-function O O B-app I-app ,21,21,1
761,761,761,,0,,,0,0,1
762,762,762,D4,382,The Metasploit framework also contains some great information- gathering tools called auxiliary modules,O B-tool I-tool O O O O B-data O B-tool O B-tool I-tool,13,13,1
763,763,763,,0,,,0,0,1
764,764,764,D4,383,Auxiliary modules can be used for port scanning service identification password sniffing and Windows patch enumeration ,B-tool I-tool O O O O B-technique I-technique B-technique I-technique B-technique I-technique O B-technique I-technique I-technique ,16,16,1
765,765,765,,0,,,0,0,1
766,766,766,D4,384,Metasploit is highly customizable for advanced users and can be customized the meet your custom needs by writing your own exploits modules plugins and scripts ,B-tool O O O O B-user I-user O O O O O O O O O O O O O B-function B-tool B-tool O B-function ,25,25,1
767,767,767,,0,,,0,0,1
768,768,768,D4,385,If Metasploit does not provide the information gathering module you need by default you can simply write it yourself,O B-tool O O O O B-data O B-tool O O O B-function O O O O O O,19,19,1
769,769,769,,0,,,0,0,1
770,770,770,D4,386,The msfconsole is the user interface known to be the most stable interface and you can use it to execute external commands like the ping command and the tab auto-completion ,O B-tool O O B-app I-app O O O O O O B-app O O O O O O O B-function I-function O O B-function I-function O O B-function I-function ,30,30,1
771,771,771,,0,,,0,0,1
772,772,772,D4,387,A graphical user interface is available for Metasploit called Armitage which is not covered in this lab,O B-app I-app I-app O O O B-tool O B-app O O O O O thO O,17,17,1
773,773,773,,0,,,0,0,1
774,774,774,D4,388,If you are on Kali Linux rolling edition you can start the Metasploit framework and msfconsole by clicking the Metasploit icon in the dock ,O O O O B-system I-system B-feature I-feature O O O O B-tool I-tool O B-tool O O O B-tool O O O B-app ,24,24,1
775,775,775,,0,,,0,0,1
776,776,776,D4,389,This will start the PostgreSQL service and Metasploit service automatically,O O O O B-app I-app O B-app I-app O,10,10,1
777,777,777,,0,,,0,0,1
778,778,778,D4,390,You can run the following command to check if Metasploit is installed in your system,O O O O O B-function O O O B-tool O B-function O O B-system,15,15,1
779,779,779,,0,,,0,0,1
780,780,780,D4,391,If Metasploit is not installed you can follow the procedure below to install Metasploit,O B-tool O O B-function O O O O O O O B-function B-tool,14,14,1
781,781,781,,0,,,0,0,1
782,782,782,D4,392,The use command in Metasploit is used to activate a particular module and changes the context of the msfconsole to that particular module,O B-function I-function O B-tool O O O O O O B-function O O O O O O B-tool O O O B-function,23,23,1
783,783,783,,0,,,0,0,1
784,784,784,D4,393,The exploit name will be mentioned in red on the command line,O B-function O O O O O O O O B-tool I-tool,12,12,1
785,785,785,,0,,,0,0,1
786,786,786,D4,394,In this example you have changed the command line�s context to the exploit called realvnc_client ,O O O O O O O B-tool I-tool O O O B-function O B-vulnerability,15,15,1
787,787,787,,0,,,0,0,1
788,788,788,D4,395,Then you retrieve information about this exploit set the required exploit parameters and run it against a target,O O O B-data O O B-technique O O O B-function I-function O O O O O B-system,18,18,1
789,789,789,,0,,,0,0,1
790,790,790,D4,396,If you want to leave the exploit context and switch back to the msfconsole you can use the back command ,O O O O O O B-function O O O O O O B-tool O O O O B-function I-function ,20,20,1
791,791,791,,0,,,0,0,1
792,792,792,D4,397,The back command will take us back to the msfconsole in the general context,O B-function I-function O O O O O O B-tool O O O O,14,14,1
793,793,793,,0,,,0,0,1
794,794,794,D4,398,You can issue the use command again to switch to another Metasploit module,O O O O B-function I-function O O O O anoOr B-tool B-function,13,13,1
795,795,795,,0,,,0,0,1
796,796,796,D4,399,The exit command will close the msfconsole and will take you back to the Linux terminal,O B-function I-function O O O B-tool O O O O O O O B-system I-system,16,16,1
797,797,797,,0,,,0,0,1
798,798,798,D4,400,The help command will return a list of possible commands and a description when typed at the msfconsole ,O B-function I-function O O O O O O B-function O O O O O O O B-tool ,18,18,1
799,799,799,,0,,,0,0,1
800,800,800,D4,401,When an active exploit is selected you can use the help command to get a list of exploit commands ,O O O B-function O O O O O O B-function I-function O O O O O B-function I-function ,19,19,1
801,801,801,,0,,,0,0,1
802,802,802,D4,402,When an exploit is selected with the use command you can retrieve information like the name platform author available targets and a lot more by using the info command ,O O B-function O O O O B-function I-function O O O B-data O O B-feature B-app B-user O B-system O O O O O O O B-function I-function ,29,29,1
803,803,803,,0,,,0,0,1
804,804,804,D4,403,you can use the info command on an exploit named ie_execcommand_ua,O O O O B-data B-function O O B-technique O B-vulnerability,11,11,1
805,805,805,,0,,,0,0,1
806,806,806,D4,404,Metasploit contains over 1500 different exploits and new ones are added regularly ,B-tool O O O O B-technique O O O O O O ,12,12,1
807,807,807,,0,,,0,0,1
808,808,808,D4,405,With this number of exploits the search function and knowing how to use it becomes very important ,O O O O B-function O B-function I-function O O O O O O O O O ,17,17,1
809,809,809,,0,,,0,0,1
810,810,810,D4,406,The easiest way of using the search function is by issuing the command search followed by a search term for example flash to search for exploits related to Flash player ,O O O O O O B-function I-function O O O O B-function B-function O O O O O O O O O O O B-technique O O B-tool I-tool ,30,30,1
811,811,811,,0,,,0,0,1
812,812,812,D4,407,by using the search command Metasploit will search for the given search term in the module names and description,O O O B-function I-function B-tool O O O O O O O O O B-function B-feature O B-feature,19,19,1
813,813,813,,0,,,0,0,1
814,814,814,D4,408,As expected there are a lot of exploits related to the often vulnerable Flash player software ,O O O O O O O B-technique O O O O B-vulnerability B-app I-app I-app ,16,16,1
815,815,815,,0,,,0,0,1
816,816,816,D4,409,For example the list includes CVE-2015-5122 Adobe Flash opaqueBackground Use After Free zero-day which was discovered in the Hacking Team data breach,O O O O O B-vulnerability I-vulnerability I-vulnerability I-vulnerability I-vulnerability I-vulnerability I-vulnerability I-vulnerability O O O O O  B-attacker I-attacker B-attack I-attack,22,22,1
817,817,817,,0,,,0,0,1
818,818,818,D4,410,You can use the search command with a keyword to search for a specific author an OSVDB ID or a platform ,O O O O B-function I-function O O O O O O O O B-user O B-feature I-feature O O B-app ,21,21,1
819,819,819,,0,,,0,0,1
820,820,820,D4,411,Now you will be looking at how to show the exploit parameters and change them with the set command ,O O O O O O O O O O B-feature I-feature O O O O O B-function I-function ,19,19,1
821,821,821,,0,,,0,0,1
822,822,822,D4,412,You will also be looking at how to show the payloads targets advanced and evasion options,O O O O O O O O O O B-data B-system B-feature O B-technique O,16,16,1
823,823,823,,0,,,0,0,1
824,824,824,D4,413,The show options command will show you the available parameters for an exploit if used when the command line is in exploit context ,O B-function I-function I-function O O O O O B-feature O O B-function O O O O B-tool I-tool O O B-function O ,23,23,1
825,825,825,,0,,,0,0,1
826,826,826,D4,414,The Flash exploit contains a total of 6 options from which only 2 are required,O B-vulnerability I-vulnerability O O O O O O O O O O O O,15,15,1
827,827,827,,0,,,0,0,1
828,828,828,D4,415,Note that the show options command is returning the currently selected target below the module options,O O O B-function I-function I-function  O O O O O B-system O O B-function O,16,16,1
829,829,829,,0,,,0,0,1
830,830,830,D4,416,The default target is 0 which is Windows for the selected exploit,O O B-system O O O O B-system O O O B-function,12,12,1
831,831,831,,0,,,0,0,1
832,832,832,D4,417,Use the set command followed by the option name and the new value to change the default values,O O B-function I-function O O O O B-feature O O O O O O O O O,18,18,1
833,833,833,,0,,,0,0,1
834,834,834,D4,418,By using the show options command again you can verify that the SRVHOST and SRVPORT values have been changed ,O O O B-function I-function I-function O O O O O O B-feature O B-feature O O O O ,19,19,1
835,835,835,,0,,,0,0,1
836,836,836,D4,419,You can change Boolean values by using the set command with option name and true or false,O O O B-function O O O O B-function I-function O O O O O O O,17,17,1
837,837,837,,0,,,0,0,1
838,838,838,D4,420,When you use the show payloads command the msfconsole will return a list of compatible payloads for this exploit,O O O O B-function I-function I-function O B-tool O O O O O O B-data O O B-function,19,19,1
839,839,839,,0,,,0,0,1
840,840,840,D4,421,In the flash player exploit example it will return quite a few compatible payloads ,O O B-vulnerability I-vulnerability I-vulnerability O O O O O O O O B-data,14,14,1
841,841,841,,0,,,0,0,1
842,842,842,D4,422,To use a certain payload you need to use the set command followed by the payload name,O O O O B-data O O O O O B-function I-function O O O B-data O,17,17,1
843,843,843,,0,,,0,0,1
844,844,844,D4,423,The show targets command will return a list of operating systems which are vulnerable to the selected exploit ,O B-function I-function I-function O O O O O B-system I-system O O B-vulnerability O O O B-function ,18,18,1
845,845,845,,0,,,0,0,1
846,846,846,D4,424,When you run the command you get the following output for the adobe_flash_shader_drawing_fill exploit,O O O O B-function O O O O O O O B-vulnerability I-vulnerability,14,14,1
847,847,847,,0,,,0,0,1
848,848,848,D4,425,This exploit targets both Windows and Linux operating systems ,O B-function B-system O B-system O B-system B-system I-system ,9,9,1
849,849,849,,0,,,0,0,1
850,850,850,D4,426,Note that you can use the info command to get additional info about this exploit and targets ,O O O O O O B-data I-function O O O B-data O O B-function O B-system ,17,17,1
851,851,851,,0,,,0,0,1
852,852,852,D4,427,To set a target you can use the command set followed by the target ID,O O O B-system O O O O B-function I-function O O O B-feature I-feature,15,15,1
853,853,853,,0,,,0,0,1
854,854,854,D4,428,By setting the target the list of payloads will be reduced a lot because only payloads will be shown which are compatible with the target Linux,O O O B-system O O O B-data O O O O O O O B-data O O O O O O O O B-system B-system,26,26,1
855,855,855,,0,,,0,0,1
856,856,856,D4,429,By using the show advanced command we can look at the advanced options for the exploit ,O O O B-function I-function I-function O O O O O B-feature I-feature O O B-function ,16,16,1
857,857,857,,0,,,0,0,1
858,858,858,D4,430,Use the set command followed by the advanced parameter and the new value to change the advanced settings,O O B-function I-function O O O B-feature B-feature O O O O O O O B-feature O,18,18,1
859,859,859,,0,,,0,0,1
860,860,860,D4,431,The show nops command will return a list of NOP generators,O B-function I-function I-function O O O O O B-function I-function,11,11,1
861,861,861,,0,,,0,0,1
862,862,862,D4,432,A NOP is short for No Operation and is used to change the pattern of a NOP sled in order to bypass simple IDS IPS signatures of common NOP sleds,O B-function O O O B-function I-function O O O O O O O O O B-function I-function O O O O O B-tool B-tool B-feature O O B-function I-function,30,30,1
863,863,863,,0,,,0,0,1
864,864,864,D4,433,The NOP generators start with the CPU architecture in the name ,O B-function I-function O O O B-system I-system O O O ,11,11,1
865,865,865,,0,,,0,0,1
866,866,866,D4,434,To use a NOP generator use the set command followed by the name of the NOP generator,O O O B-function I-function O O B-function I-function O O O O O O B-function I-function,17,17,1
867,867,867,,0,,,0,0,1
868,868,868,D4,435,When the exploit is launched the NOP sleds will be taken from the NOP generator,O O B-function O O O B-function I-function O O O O O B-function I-function,15,15,1
869,869,869,,0,,,0,0,1
870,870,870,D4,436,The show evasion command returns a list of available evasion techniques ,O B-function I-function I-function O O O O O B-technique I-technique ,11,11,1
871,871,871,,0,,,0,0,1
872,872,872,D4,437,To change evasions settings use the set command followed by the evasion parameter and the new value,O O B-technique B-feature O O B-function I-function O O O B-technique B-feature O O O O,17,17,1
873,873,873,,0,,,0,0,1
874,874,874,D4,438,When all the required options have been set for the exploit including a payload and advanced settings like a NOP generator evasion options and encoding the exploit is ready to be executed ,O O O O O O O O O O B-function O O B-data O B-feature B-feature O O B-function I-function B-technique O O B-function O B-function O O O O O ,32,32,1
875,875,875,,0,,,0,0,1
876,876,876,D4,439,The exploit can be executed using two commands run and exploit ,O B-function O O O O O B-function B-function O B-function ,11,11,1
877,877,877,,0,,,0,0,1
878,878,878,D4,440,Just type run or exploit in the msfconsole and the exploit will run,O O B-function O B-function O O B-tool O O B-function O O,13,13,1
879,879,879,,0,,,0,0,1
880,880,880,D4,441,Metasploitable 2 is an intentionally vulnerable Linux machine downloaded and set up as a virtual machine in any hypervisor such as KVM VMware Player and Virtual box,B-system I-system O O O B-vulnerability B-system I-system O O O O O O B-system I-system O O B-system O O B-system B-system I-system O B-system I-system,27,27,1
881,881,881,,0,,,0,0,1
882,882,882,D4,442,An important part of the Metasploitable 2 enumeration process is the port scanning and fingerprinting process ,O O O O O B-system I-system O O O O B-technique I-technique O B-technique I-technique ,16,16,1
883,883,883,,0,,,0,0,1
884,884,884,D4,443,Port scanning is used to probe a server or host for open TPC and UDP ports ,B-technique I-technique O O O B-technique O B-system  O B-system O B-feature B-feature O B-feature I-feature ,16,16,1
885,885,885,,0,,,0,0,1
886,886,886,D4,444,Fingerprinting is the process of identifying the services connected to those ports,B-technique O O O O O O B-app O O O B-feature,12,12,1
887,887,887,,0,,,0,0,1
888,888,888,D4,445,The default username/password of Metasploitable 2 is msfadmin/msfadmin,O O B-feature O B-system I-system O B-feature,8,8,1
889,889,889,,0,,,0,0,1
890,890,890,D4,446,When you log in to the vulnerable host you can use the ifconfig command to determine its IP address ,O O O O O O B-vulnerability B-system O O O O B-function I-function O O O B-feature I-feature ,19,19,1
891,891,891,,0,,,0,0,1
