,Unnamed: 0,sentence,tag,entity
1206,1206,exploit , function,"('exploit ', ' function')"
1207,1207,vulnerabilities , vulnerability,"('vulnerabilities ', ' vulnerability')"
1208,1208,targeted service , app ,"('targeted service ', ' app ')"
1209,1209,application , app,"('application ', ' app')"
1210,1210, ,, 
1211,1211,service , app,"('service ', ' app')"
1212,1212,access , feature,"('access ', ' feature')"
1213,1213,command shell , tool ,"('command shell ', ' tool ')"
1214,1214,data , data,"('data ', ' data')"
1215,1215,service , app,"('service ', ' app')"
1216,1216,parameters , feature,"('parameters ', ' feature')"
1217,1217,steal , technique,"('steal ', ' technique')"
1218,1218,critical , feature,"('critical ', ' feature')"
1219,1219,data , data,"('data ', ' data')"
1220,1220,system configuration , feature ,"('system configuration ', ' feature ')"
1221,1221,setup , system,"('setup ', ' system')"
1222,1222, ,, 
1223,1223,identify , technique,"('identify ', ' technique')"
1224,1224,vulnerability , vulnerability,"('vulnerability ', ' vulnerability')"
1225,1225, ,, 
1226,1226,Metasploit , tool,"('Metasploit ', ' tool')"
1227,1227,explore , technique,"('explore ', ' technique')"
1228,1228,vulnerability , vulnerability,"('vulnerability ', ' vulnerability')"
1229,1229, ,, 
1230,1230,countermeasure , technique,"('countermeasure ', ' technique')"
1231,1231,mitigation solutions , technique ,"('mitigation solutions ', ' technique ')"
1232,1232,firewall rules , function ,"('firewall rules ', ' function ')"
1233,1233, ,, 
1234,1234,Detecting , technique,"('Detecting ', ' technique')"
1235,1235,Subverting , technique,"('Subverting ', ' technique')"
1236,1236,Firewalls , tool,"('Firewalls ', ' tool')"
1237,1237,Intrusion Detection Systems , tool  ,"('Intrusion Detection Systems ', ' tool  ')"
1238,1238, ,, 
1239,1239,firewall , tool,"('firewall ', ' tool')"
1240,1240,setup , system,"('setup ', ' system')"
1241,1241,perform , function,"('perform ', ' function')"
1242,1242,pentest , technique,"('pentest ', ' technique')"
1243,1243, ,, 
1244,1244,scans , technique,"('scans ', ' technique')"
1245,1245,firewall , tool,"('firewall ', ' tool')"
1246,1246,reset , function,"('reset ', ' function')"
1247,1247,firewall rules , function ,"('firewall rules ', ' function ')"
1248,1248,blacklist , feature,"('blacklist ', ' feature')"
1249,1249, ,, 
1250,1250,scanning , technique,"('scanning ', ' technique')"
1251,1251,target , system,"('target ', ' system')"
1252,1252,Metasploitable-2 , system,"('Metasploitable-2 ', ' system')"
1253,1253,VM , system,"('VM ', ' system')"
1254,1254, ,, 
1255,1255,scanning , technique,"('scanning ', ' technique')"
1256,1256,responses , feature,"('responses ', ' feature')"
1257,1257,firewall rules , function ,"('firewall rules ', ' function ')"
1258,1258, ,, 
1259,1259,firewall rules , function ,"('firewall rules ', ' function ')"
1260,1260,scanning , technique,"('scanning ', ' technique')"
1261,1261, ,, 
1262,1262,Nmap , tool,"('Nmap ', ' tool')"
1263,1263,Metasploit Framework , tool ,"('Metasploit Framework ', ' tool ')"
1264,1264,Client , system,"('Client ', ' system')"
1265,1265,Gateway VMs , system ,"('Gateway VMs ', ' system ')"
1266,1266, ,, 
1267,1267,scanning , technique,"('scanning ', ' technique')"
1268,1268,Client , system,"('Client ', ' system')"
1269,1269,Gateway , system,"('Gateway ', ' system')"
1270,1270,firewall , tool,"('firewall ', ' tool')"
1271,1271,defend , technique,"('defend ', ' technique')"
1272,1272,scan , technique,"('scan ', ' technique')"
1273,1273,attack , attack,"('attack ', ' attack')"
1274,1274, ,, 
1275,1275,tcpdump , tool,"('tcpdump ', ' tool')"
1276,1276,monitor , technique,"('monitor ', ' technique')"
1277,1277,traffic , data,"('traffic ', ' data')"
1278,1278,ingress , feature,"('ingress ', ' feature')"
1279,1279,egress , feature,"('egress ', ' feature')"
1280,1280,ports , feature,"('ports ', ' feature')"
1281,1281,gateway , system,"('gateway ', ' system')"
1282,1282,Gateway , system,"('Gateway ', ' system')"
1283,1283, ,, 
1284,1284,scanning , technique,"('scanning ', ' technique')"
1285,1285, ,, 
1286,1286,pentest , technique,"('pentest ', ' technique')"
1287,1287,cyberdefense , technique,"('cyberdefense ', ' technique')"
1288,1288, ,, 
1289,1289,TCP protocol , feature ,"('TCP protocol ', ' feature ')"
1290,1290,systems , system,"('systems ', ' system')"
1291,1291,RFC 793 , feature ,"('RFC 793 ', ' feature ')"
1292,1292,negative response , feature ,"('negative response ', ' feature ')"
1293,1293,connection requests , feature ,"('connection requests ', ' feature ')"
1294,1294,TCP RST reset packet , data   ,"('TCP RST reset packet ', ' data   ')"
1295,1295, ,, 
1296,1296,RST packet , data ,"('RST packet ', ' data ')"
1297,1297,closed , feature,"('closed ', ' feature')"
1298,1298,ports , feature,"('ports ', ' feature')"
1299,1299,Nmap , tool,"('Nmap ', ' tool')"
1300,1300, ,, 
1301,1301,Filtering , feature,"('Filtering ', ' feature')"
1302,1302,devices , system,"('devices ', ' system')"
1303,1303,firewalls , tool,"('firewalls ', ' tool')"
1304,1304,packets , data,"('packets ', ' data')"
1305,1305,ports , feature,"('ports ', ' feature')"
1306,1306, ,, 
1307,1307,ICMP error messages , data  ,"('ICMP error messages ', ' data  ')"
1308,1308,port unreachable , feature ,"('port unreachable ', ' feature ')"
1309,1309, ,, 
1310,1310,dropped packets , data ,"('dropped packets ', ' data ')"
1311,1311,ICMP errors , data ,"('ICMP errors ', ' data ')"
1312,1312,RST packets , data ,"('RST packets ', ' data ')"
1313,1313,Nmap , tool,"('Nmap ', ' tool')"
1314,1314,reliably , feature,"('reliably ', ' feature')"
1315,1315,detect , technique,"('detect ', ' technique')"
1316,1316,filtered , feature,"('filtered ', ' feature')"
1317,1317,TCP ports , feature ,"('TCP ports ', ' feature ')"
1318,1318,open , feature,"('open ', ' feature')"
1319,1319,closed , feature,"('closed ', ' feature')"
1320,1320, ,, 
1321,1321,ACK scan , technique ,"('ACK scan ', ' technique ')"
1322,1322,TCP packets , data ,"('TCP packets ', ' data ')"
1323,1323,ACK bit set , data  ,"('ACK bit set ', ' data  ')"
1324,1324, ,, 
1325,1325,ports , feature,"('ports ', ' feature')"
1326,1326,open , feature,"('open ', ' feature')"
1327,1327,closed , feature,"('closed ', ' feature')"
1328,1328,target , system,"('target ', ' system')"
1329,1329,RFC 793 , feature ,"('RFC 793 ', ' feature ')"
1330,1330,respond , feature,"('respond ', ' feature')"
1331,1331,RST packet , data ,"('RST packet ', ' data ')"
1332,1332, ,, 
1333,1333,Firewalls , tool,"('Firewalls ', ' tool')"
1334,1334,block , feature,"('block ', ' feature')"
1335,1335,probe , technique,"('probe ', ' technique')"
1336,1336, ,, 
1337,1337,firewall , tool,"('firewall ', ' tool')"
1338,1338,response , feature,"('response ', ' feature')"
1339,1339,ICMP destination unreachable error , data   ,"('ICMP destination unreachable error ', ' data   ')"
1340,1340, ,, 
1341,1341,Nmap , tool,"('Nmap ', ' tool')"
1342,1342,ACK packets , data ,"('ACK packets ', ' data ')"
1343,1343,filtered , feature,"('filtered ', ' feature')"
1344,1344, ,, 
1345,1345,filtered ports , feature ,"('filtered ports ', ' feature ')"
1346,1346,Nmap , tool,"('Nmap ', ' tool')"
1347,1347,ACK scan , technique ,"('ACK scan ', ' technique ')"
1348,1348,SYN scan , technique ,"('SYN scan ', ' technique ')"
1349,1349,machine , system,"('machine ', ' system')"
1350,1350,ACK scans , technique ,"('ACK scans ', ' technique ')"
1351,1351,filter , feature,"('filter ', ' feature')"
1352,1352, ,, 
1353,1353,Stateless , feature,"('Stateless ', ' feature')"
1354,1354,firewall , tool,"('firewall ', ' tool')"
1355,1355,block , feature,"('block ', ' feature')"
1356,1356,incoming , feature,"('incoming ', ' feature')"
1357,1357,SYN packets , data ,"('SYN packets ', ' data ')"
1358,1358,ACK bit set , data  ,"('ACK bit set ', ' data  ')"
1359,1359,ACK packets , data ,"('ACK packets ', ' data ')"
1360,1360, ,, 
1361,1361,Blocking , feature,"('Blocking ', ' feature')"
1362,1362,ACK packets , data ,"('ACK packets ', ' data ')"
1363,1363,connection , feature,"('connection ', ' feature')"
1364,1364, ,, 
1365,1365,SYN scan , technique ,"('SYN scan ', ' technique ')"
1366,1366,ACK scan , technique ,"('ACK scan ', ' technique ')"
1367,1367, ,, 
1368,1368,block , feature,"('block ', ' feature')"
1369,1369,unsolicited , attack,"('unsolicited ', ' attack')"
1370,1370,ACK packets , data ,"('ACK packets ', ' data ')"
1371,1371,Nmap , tool,"('Nmap ', ' tool')"
1372,1372,ACK scan , technique ,"('ACK scan ', ' technique ')"
1373,1373,ACK packets , data ,"('ACK packets ', ' data ')"
1374,1374,legitimate , feature,"('legitimate ', ' feature')"
1375,1375,connections , feature,"('connections ', ' feature')"
1376,1376, ,, 
1377,1377,firewalls , tool,"('firewalls ', ' tool')"
1378,1378,statefully , feature,"('statefully ', ' feature')"
1379,1379,established connection , feature ,"('established connection ', ' feature ')"
1380,1380,ACK , feature,"('ACK ', ' feature')"
1381,1381, ,, 
1382,1382,iptables , feature,"('iptables ', ' feature')"
1383,1383,firewall , tool,"('firewall ', ' tool')"
1384,1384,rules , function,"('rules ', ' function')"
1385,1385,stateful , feature,"('stateful ', ' feature')"
1386,1386,firewall , tool,"('firewall ', ' tool')"
1387,1387, ,, 
1388,1388,stateful , feature,"('stateful ', ' feature')"
1389,1389,firewalls , tool,"('firewalls ', ' tool')"
1390,1390,secure , feature,"('secure ', ' feature')"
1391,1391, ,, 
1392,1392,Blocking , feature,"('Blocking ', ' feature')"
1393,1393,ACK scans , technique ,"('ACK scans ', ' technique ')"
1394,1394, ,, 
1395,1395,stateful , feature,"('stateful ', ' feature')"
1396,1396,firewall , tool,"('firewall ', ' tool')"
1397,1397,reboot , function,"('reboot ', ' function')"
1398,1398,device , system,"('device ', ' system')"
1399,1399,state , feature,"('state ', ' feature')"
1400,1400,established connections , feature ,"('established connections ', ' feature ')"
1401,1401, ,, 
1402,1402,Nmap , tool,"('Nmap ', ' tool')"
1403,1403,scans , technique,"('scans ', ' technique')"
1404,1404,scanning , technique,"('scanning ', ' technique')"
1405,1405,Nmap , tool,"('Nmap ', ' tool')"
1406,1406,outputs , feature,"('outputs ', ' feature')"
1407,1407,filtered , feature,"('filtered ', ' feature')"
1408,1408,unfiltered , feature,"('unfiltered ', ' feature')"
1409,1409,closed , feature,"('closed ', ' feature')"
1410,1410,open , feature,"('open ', ' feature')"
1411,1411, ,, 
1412,1412,firewall , tool,"('firewall ', ' tool')"
1413,1413,setup , system,"('setup ', ' system')"
1414,1414, ,, 
1415,1415,Systems , system,"('Systems ', ' system')"
1416,1416,TCP protocol , feature ,"('TCP protocol ', ' feature ')"
1417,1417,RFC 793 , feature ,"('RFC 793 ', ' feature ')"
1418,1418,negative response , feature ,"('negative response ', ' feature ')"
1419,1419,connection requests , feature ,"('connection requests ', ' feature ')"
1420,1420,TCP RST reset packet , data   ,"('TCP RST reset packet ', ' data   ')"
1421,1421, ,, 
1422,1422,deny-by-default , feature,"('deny-by-default ', ' feature')"
1423,1423,firewall , tool,"('firewall ', ' tool')"
1424,1424,policy , feature,"('policy ', ' feature')"
1425,1425,scanning , technique,"('scanning ', ' technique')"
1426,1426,responses , feature,"('responses ', ' feature')"
1427,1427,firewall , tool,"('firewall ', ' tool')"
1428,1428, ,, 
1429,1429,ACK scan , feature ,"('ACK scan ', ' feature ')"
1430,1430,TCP packets , data ,"('TCP packets ', ' data ')"
1431,1431,ACK bit set , data  ,"('ACK bit set ', ' data  ')"
1432,1432,ports , feature,"('ports ', ' feature')"
1433,1433,open , feature,"('open ', ' feature')"
1434,1434,closed , feature,"('closed ', ' feature')"
1435,1435,target , system,"('target ', ' system')"
1436,1436,RFC 793 , feature ,"('RFC 793 ', ' feature ')"
1437,1437,RST packet , data ,"('RST packet ', ' data ')"
1438,1438, ,, 
1439,1439,stateful , feature,"('stateful ', ' feature')"
1440,1440,stateless , feature,"('stateless ', ' feature')"
1441,1441,firewall , tool,"('firewall ', ' tool')"
1442,1442,policies , feature,"('policies ', ' feature')"
1443,1443,setup , system,"('setup ', ' system')"
1444,1444,scanning , technique,"('scanning ', ' technique')"
1445,1445,responses , feature,"('responses ', ' feature')"
1446,1446,firewall , tool,"('firewall ', ' tool')"
1447,1447, ,, 
1448,1448,scans , technique,"('scans ', ' technique')"
1449,1449, ,, 
1450,1450,open , feature,"('open ', ' feature')"
1451,1451,closed , feature,"('closed ', ' feature')"
1452,1452,port , feature,"('port ', ' feature')"
1453,1453,machine , system,"('machine ', ' system')"
1454,1454,network , system,"('network ', ' system')"
1455,1455, ,, 
1456,1456,machine , system,"('machine ', ' system')"
1457,1457,network traffic , data ,"('network traffic ', ' data ')"
1458,1458, ,, 
1459,1459,Linux system , system ,"('Linux system ', ' system ')"
1460,1460, ,, 
1461,1461,machine , system,"('machine ', ' system')"
1462,1462,IP ID , feature ,"('IP ID ', ' feature ')"
1463,1463, ,, 
1464,1464,Windows XP , system ,"('Windows XP ', ' system ')"
1465,1465,Nping , tool,"('Nping ', ' tool')"
1466,1466,SYN packets , data ,"('SYN packets ', ' data ')"
1467,1467,port 80 , feature ,"('port 80 ', ' feature ')"
1468,1468, ,, 
1469,1469,flooding , attack,"('flooding ', ' attack')"
1470,1470,host , system,"('host ', ' system')"
1471,1471, ,, 
1472,1472,address , feature,"('address ', ' feature')"
1473,1473,nping , tool,"('nping ', ' tool')"
1474,1474,node , system,"('node ', ' system')"
1475,1475, ,, 
1476,1476,IP IDs , feature ,"('IP IDs ', ' feature ')"
1477,1477, ,, 
1478,1478,target , system,"('target ', ' system')"
1479,1479,forged packets , attack ,"('forged packets ', ' attack ')"
1480,1480, ,, 
1481,1481,spoofed , vulnerability,"('spoofed ', ' vulnerability')"
1482,1482,addresses , feature,"('addresses ', ' feature')"
1483,1483,firewall , tool,"('firewall ', ' tool')"
1484,1484, ,, 
1485,1485,source , system,"('source ', ' system')"
1486,1486,address , feature,"('address ', ' feature')"
1487,1487,netblocks , technique,"('netblocks ', ' technique')"
1488,1488,firewall , tool,"('firewall ', ' tool')"
1489,1489,blocked , feature,"('blocked ', ' feature')"
1490,1490, ,, 
1491,1491,UDP , feature,"('UDP ', ' feature')"
1492,1492,protocol , feature,"('protocol ', ' feature')"
1493,1493,open ports , feature ,"('open ports ', ' feature ')"
1494,1494,TCP , feature,"('TCP ', ' feature')"
1495,1495, ,, 
1496,1496,UDP , feature,"('UDP ', ' feature')"
1497,1497,applications , app,"('applications ', ' app')"
1498,1498,packets , data,"('packets ', ' data')"
1499,1499,scanner , tool,"('scanner ', ' tool')"
1500,1500,port , feature,"('port ', ' feature')"
1501,1501,open , feature,"('open ', ' feature')"
1502,1502,filtered , feature,"('filtered ', ' feature')"
1503,1503, ,, 
1504,1504,open , feature,"('open ', ' feature')"
1505,1505,filtered , feature,"('filtered ', ' feature')"
1506,1506,UDP scan , technique ,"('UDP scan ', ' technique ')"
1507,1507, ,, 
1508,1508,Nmap , tool,"('Nmap ', ' tool')"
1509,1509,port scanning , technique ,"('port scanning ', ' technique ')"
1510,1510, ,, 
1511,1511,scanning , technique,"('scanning ', ' technique')"
1512,1512,deploy , function,"('deploy ', ' function')"
1513,1513,idle scan , technique ,"('idle scan ', ' technique ')"
1514,1514,FTP Bounce scan , technique  ,"('FTP Bounce scan ', ' technique  ')"
1515,1515, ,, 
1516,1516,Nmap , tool,"('Nmap ', ' tool')"
1517,1517,source , system,"('source ', ' system')"
1518,1518,port , feature,"('port ', ' feature')"
1519,1519,source , system,"('source ', ' system')"
1520,1520,ports , feature,"('ports ', ' feature')"
1521,1521,transmitted packets , data ,"('transmitted packets ', ' data ')"
1522,1522, ,, 
1523,1523,intrusion detection systems , tool  ,"('intrusion detection systems ', ' tool  ')"
1524,1524,intrusion prevention systems , tool  ,"('intrusion prevention systems ', ' tool  ')"
1525,1525, ,, 
1526,1526,sniff , technique,"('sniff ', ' technique')"
1527,1527,network , system,"('network ', ' system')"
1528,1528,IDS , tool,"('IDS ', ' tool')"
1529,1529,triggered packet responses , feature  ,"('triggered packet responses ', ' feature  ')"
1530,1530, ,, 
1531,1531,IPS systems , tool ,"('IPS systems ', ' tool ')"
1532,1532,network , system,"('network ', ' system')"
1533,1533,packet flow , feature ,"('packet flow ', ' feature ')"
1534,1534,suspicious activity , vulnerability ,"('suspicious activity ', ' vulnerability ')"
1535,1535,detected , technique,"('detected ', ' technique')"
1536,1536, ,, 
1537,1537,IPS , tool,"('IPS ', ' tool')"
1538,1538,block , feature,"('block ', ' feature')"
1539,1539,traffic , data,"('traffic ', ' data')"
1540,1540,IP address , feature ,"('IP address ', ' feature ')"
1541,1541,port scanned , technique ,"('port scanned ', ' technique ')"
1542,1542,buffer overflow exploit , attack  ,"('buffer overflow exploit ', ' attack  ')"
1543,1543, ,, 
1544,1544,Attackers , attacker,"('Attackers ', ' attacker')"
1545,1545,port scan , technique ,"('port scan ', ' technique ')"
1546,1546,system , system,"('system ', ' system')"
1547,1547,open ports , feature ,"('open ports ', ' feature ')"
1548,1548, ,, 
1549,1549,Attackers , attacker,"('Attackers ', ' attacker')"
1550,1550,blocked , feature,"('blocked ', ' feature')"
1551,1551,IP address , feature ,"('IP address ', ' feature ')"
1552,1552, ,, 
1553,1553,Suspicious , vulnerability,"('Suspicious ', ' vulnerability')"
1554,1554,response packets , data ,"('response packets ', ' data ')"
1555,1555,IDS , tool,"('IDS ', ' tool')"
1556,1556,flagged , feature,"('flagged ', ' feature')"
1557,1557,attacker�s , attacker,"('attacker�s ', ' attacker')"
1558,1558, ,, 
1559,1559,IDSs , tool,"('IDSs ', ' tool')"
1560,1560,network , system,"('network ', ' system')"
1561,1561,forge , vulnerability,"('forge ', ' vulnerability')"
1562,1562,RST packets , data ,"('RST packets ', ' data ')"
1563,1563,connections , feature,"('connections ', ' feature')"
1564,1564, ,, 
1565,1565,packets , data,"('packets ', ' data')"
1566,1566,forged , vulnerability,"('forged ', ' vulnerability')"
1567,1567,Detecting , technique,"('Detecting ', ' technique')"
1568,1568,Packet Forgery , attack ,"('Packet Forgery ', ' attack ')"
1569,1569,Firewall , tool,"('Firewall ', ' tool')"
1570,1570,Intrusion Detection Systems , tool  ,"('Intrusion Detection Systems ', ' tool  ')"
1571,1571, ,, 
1572,1572,Linux , system,"('Linux ', ' system')"
1573,1573,iptables , app,"('iptables ', ' app')"
1574,1574,system , system,"('system ', ' system')"
1575,1575,packets , data,"('packets ', ' data')"
1576,1576, ,, 
1577,1577,icmp-net-unreachable , feature,"('icmp-net-unreachable ', ' feature')"
1578,1578,icmp-host-unreachable , feature,"('icmp-host-unreachable ', ' feature')"
1579,1579,icmp-port-unreachable , feature,"('icmp-port-unreachable ', ' feature')"
1580,1580,icmp-proto-unreachable , feature,"('icmp-proto-unreachable ', ' feature')"
1581,1581,icmp-net-prohibited , feature,"('icmp-net-prohibited ', ' feature')"
1582,1582,icmp-host-prohibited , feature,"('icmp-host-prohibited ', ' feature')"
1583,1583,ICMP error message , data  ,"('ICMP error message ', ' data  ')"
1584,1584,port-unreachable , feature,"('port-unreachable ', ' feature')"
1585,1585, ,, 
1586,1586,tcp-reset , feature,"('tcp-reset ', ' feature')"
1587,1587,rules , function,"('rules ', ' function')"
1588,1588,TCP protocol , feature ,"('TCP protocol ', ' feature ')"
1589,1589, ,, 
1590,1590,TCP RST packet , data  ,"('TCP RST packet ', ' data  ')"
1591,1591, ,, 
1592,1592,blocking , feature,"('blocking ', ' feature')"
1593,1593,ident 113/tcp , feature ,"('ident 113/tcp ', ' feature ')"
1594,1594,probes , technique,"('probes ', ' technique')"
1595,1595,broken , feature,"('broken ', ' feature')"
1596,1596,mail hosts , system ,"('mail hosts ', ' system ')"
1597,1597, ,, 
1598,1598,Forging , attack,"('Forging ', ' attack')"
1599,1599,RST packets , data ,"('RST packets ', ' data ')"
1600,1600,firewalls , tool,"('firewalls ', ' tool')"
1601,1601,IDS , tool,"('IDS ', ' tool')"
1602,1602,IPS , tool,"('IPS ', ' tool')"
1603,1603,port 113 , feature ,"('port 113 ', ' feature ')"
1604,1604, ,, 
1605,1605,legitimate , feature,"('legitimate ', ' feature')"
1606,1606,network operators , securityTeam ,"('network operators ', ' securityTeam ')"
1607,1607,scanners , tool,"('scanners ', ' tool')"
1608,1608,port , feature,"('port ', ' feature')"
1609,1609,timeout , feature,"('timeout ', ' feature')"
1610,1610,dropped packets , data ,"('dropped packets ', ' data ')"
1611,1611, ,, 
1612,1612,forgery , attack,"('forgery ', ' attack')"
1613,1613,detected , technique,"('detected ', ' technique')"
1614,1614,analysis , technique,"('analysis ', ' technique')"
1615,1615,RST packet , data ,"('RST packet ', ' data ')"
1616,1616,packets , data,"('packets ', ' data')"
1617,1617,machine , system,"('machine ', ' system')"
1618,1618, ,, 
1619,1619,iptables , app,"('iptables ', ' app')"
1620,1620,rules , function,"('rules ', ' function')"
1621,1621,firewall , tool,"('firewall ', ' tool')"
1622,1622,setup , system,"('setup ', ' system')"
1623,1623, ,, 
1624,1624,detect , technique,"('detect ', ' technique')"
1625,1625,IDSs , tool,"('IDSs ', ' tool')"
1626,1626,suspicious , vulnerability,"('suspicious ', ' vulnerability')"
1627,1627,machines , system,"('machines ', ' system')"
1628,1628,traceroutes , tool,"('traceroutes ', ' tool')"
1629,1629, ,, 
1630,1630,operating systems , system ,"('operating systems ', ' system ')"
1631,1631,traceroute , tool,"('traceroute ', ' tool')"
1632,1632,command , function,"('command ', ' function')"
1633,1633,Nmap , tool,"('Nmap ', ' tool')"
1634,1634,traceroute , tool,"('traceroute ', ' tool')"
1635,1635, ,, 
1636,1636,detect , technique,"('detect ', ' technique')"
1637,1637,inline , feature,"('inline ', ' feature')"
1638,1638,IDSs , tool,"('IDSs ', ' tool')"
1639,1639,passively , feature,"('passively ', ' feature')"
1640,1640,sniff , technique,"('sniff ', ' technique')"
1641,1641,network , system,"('network ', ' system')"
1642,1642,route , function,"('route ', ' function')"
1643,1643, ,, 
1644,1644,inspect , technique,"('inspect ', ' technique')"
1645,1645,iptables , app,"('iptables ', ' app')"
1646,1646,rules , function,"('rules ', ' function')"
1647,1647,Nmap , tool,"('Nmap ', ' tool')"
1648,1648,ping , function,"('ping ', ' function')"
1649,1649,commands , function,"('commands ', ' function')"
1650,1650,information , data,"('information ', ' data')"
1651,1651, ,, 
1652,1652,detected , technique,"('detected ', ' technique')"
1653,1653,IDS , tool,"('IDS ', ' tool')"
1654,1654,snort , tool,"('snort ', ' tool')"
1655,1655, ,, 
1656,1656,snort , tool,"('snort ', ' tool')"
1657,1657,detect , technique,"('detect ', ' technique')"
1658,1658,scanning , technique,"('scanning ', ' technique')"
1659,1659,snort rules , function ,"('snort rules ', ' function ')"
1660,1660, ,, 
1661,1661,configure , function,"('configure ', ' function')"
1662,1662,scanning , technique,"('scanning ', ' technique')"
1663,1663,parameters , feature,"('parameters ', ' feature')"
1664,1664, ,, 
1665,1665,slow down , feature ,"('slow down ', ' feature ')"
1666,1666,DNS proxying , system ,"('DNS proxying ', ' system ')"
1667,1667,deploy , function,"('deploy ', ' function')"
1668,1668,testing environment , system ,"('testing environment ', ' system ')"
1669,1669, ,, 
1670,1670,rules , function,"('rules ', ' function')"
1671,1671,snort , tool,"('snort ', ' tool')"
1672,1672,rules , function,"('rules ', ' function')"
1673,1673, ,, 
1674,1674,Nmap , tool,"('Nmap ', ' tool')"
1675,1675,scanning , technique,"('scanning ', ' technique')"
1676,1676,Nmap , tool,"('Nmap ', ' tool')"
1677,1677,scanning , technique,"('scanning ', ' technique')"
1678,1678,commands , function,"('commands ', ' function')"
1679,1679,detected , technique,"('detected ', ' technique')"
1680,1680,snort rules , function ,"('snort rules ', ' function ')"
1681,1681, ,, 
1682,1682,Nmap , tool,"('Nmap ', ' tool')"
1683,1683,timing modes , feature ,"('timing modes ', ' feature ')"
1684,1684, ,, 
1685,1685,paranoid option , feature ,"('paranoid option ', ' feature ')"
1686,1686,Nmap , tool,"('Nmap ', ' tool')"
1687,1687,probe , technique,"('probe ', ' technique')"
1688,1688, ,, 
1689,1689,scan , technique,"('scan ', ' technique')"
1690,1690,detected , technique,"('detected ', ' technique')"
1691,1691, ,, 
1692,1692,sneaky option , feature ,"('sneaky option ', ' feature ')"
1693,1693,probes , technique,"('probes ', ' technique')"
1694,1694, ,, 
1695,1695,probes , technique,"('probes ', ' technique')"
1696,1696,networks , system,"('networks ', ' system')"
1697,1697,scanning , technique,"('scanning ', ' technique')"
1698,1698,hosts , system,"('hosts ', ' system')"
1699,1699, ,, 
1700,1700,IP fragments , feature ,"('IP fragments ', ' feature ')"
1701,1701,intrusion detection systems , tool  ,"('intrusion detection systems ', ' tool  ')"
1702,1702, ,, 
1703,1703,overlapping fragments , feature ,"('overlapping fragments ', ' feature ')"
1704,1704,fragmentation assembly timeouts , feature  ,"('fragmentation assembly timeouts ', ' feature  ')"
1705,1705,platforms , system,"('platforms ', ' system')"
1706,1706, ,, 
1707,1707,IDS , tool,"('IDS ', ' tool')"
1708,1708,remote system , system ,"('remote system ', ' system ')"
1709,1709,packet , data,"('packet ', ' data')"
1710,1710, ,, 
1711,1711,Nmap , tool,"('Nmap ', ' tool')"
1712,1712,scan , technique,"('scan ', ' technique')"
1713,1713,tiny IP fragments , feature  ,"('tiny IP fragments ', ' feature  ')"
1714,1714, ,, 
1715,1715,Nmap , tool,"('Nmap ', ' tool')"
1716,1716,bytes , data,"('bytes ', ' data')"
1717,1717,data , data,"('data ', ' data')"
1718,1718,fragment , feature,"('fragment ', ' feature')"
1719,1719,byte , data,"('byte ', ' data')"
1720,1720,TCP packet , data ,"('TCP packet ', ' data ')"
1721,1721,tiny fragments , feature ,"('tiny fragments ', ' feature ')"
1722,1722, ,, 
1723,1723,fragment , feature,"('fragment ', ' feature')"
1724,1724,data size , feature ,"('data size ', ' feature ')"
1725,1725, ,, 
1726,1726,Fragmentation , technique,"('Fragmentation ', ' technique')"
1727,1727,Nmap�s , tool,"('Nmap�s ', ' tool')"
1728,1728,raw packet , data ,"('raw packet ', ' data ')"
1729,1729,TCP , feature,"('TCP ', ' feature')"
1730,1730,UDP , feature,"('UDP ', ' feature')"
1731,1731,port scans , technique ,"('port scans ', ' technique ')"
1732,1732,connect scan , technique ,"('connect scan ', ' technique ')"
1733,1733,FTP bounce scan , technique  ,"('FTP bounce scan ', ' technique  ')"
1734,1734,OS detection , technique ,"('OS detection ', ' technique ')"
1735,1735, ,, 
1736,1736,Features , feature,"('Features ', ' feature')"
1737,1737,version detection , technique ,"('version detection ', ' technique ')"
1738,1738,Nmap Scripting Engine , tool  ,"('Nmap Scripting Engine ', ' tool  ')"
1739,1739,fragmentation , technique,"('fragmentation ', ' technique')"
1740,1740, ,, 
1741,1741,host�s , system,"('host�s ', ' system')"
1742,1742,TCP stack , feature ,"('TCP stack ', ' feature ')"
1743,1743,target services , app ,"('target services ', ' app ')"
1744,1744, ,, 
1745,1745,Decoys , technique,"('Decoys ', ' technique')"
1746,1746, ,, 
1747,1747,hosts , system,"('hosts ', ' system')"
1748,1748, ,, 
1749,1749,decoys , technique,"('decoys ', ' technique')"
1750,1750,source host , system ,"('source host ', ' system ')"
1751,1751,scan , technique,"('scan ', ' technique')"
1752,1752, ,, 
1753,1753,source , system,"('source ', ' system')"
1754,1754,IP , feature,"('IP ', ' feature')"
1755,1755,Nmap , tool,"('Nmap ', ' tool')"
1756,1756,port scan , technique ,"('port scan ', ' technique ')"
1757,1757,source , system,"('source ', ' system')"
1758,1758, ,, 
1759,1759,Nmap , tool,"('Nmap ', ' tool')"
1760,1760,target , system,"('target ', ' system')"
1761,1761,spoofed , vulnerability,"('spoofed ', ' vulnerability')"
1762,1762,IP , feature,"('IP ', ' feature')"
1763,1763,Nmap , tool,"('Nmap ', ' tool')"
1764,1764,responses , feature,"('responses ', ' feature')"
1765,1765, ,, 
1766,1766,IDS , tool,"('IDS ', ' tool')"
